handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_2ce0dd38-55ae-49da-f7bf-41d81375d372,Product,Pulos Jok Chair Furniture,cfffc3_56c0f5a1dbd5492899a50831df3217d5~mv2.jpg,Furniture;Home Decor;Livingroom;Dining Room;Bedroom,BG2133,929000.0,true,PERCENT,0.0,16,5.0,455000.0,
product_36460aa2-9c4a-7617-8b2b-f8fa85e56637,Product,Standing Miror 50 x 150 Oval,<p>&nbsp;</p>,Home Decor;Bathroom;Bedroom,BG2125,900000.0,false,PERCENT,0.0,4,0.3,590000.0,
product_e5306bce-c20f-f365-ccd6-e941b82cc69d,Product,Standing Miror 40 x 150 Oval,<p>&nbsp;</p>,Home Decor;Bathroom;Bedroom,BG2124,600000.0,false,PERCENT,0.0,2,0.3,370000.0,
product_8f7ffd0c-098f-56a0-710c-354a9ec2a48f,Product,Standing Miror 40 x 150 List Lengkung,<p>50x60</p>,Home Decor;Bathroom;Bedroom,BG2123,600000.0,false,PERCENT,0.0,1,0.3,370000.0,
product_719a2134-03ea-d721-913d-8f52072ffadc,Product,Cermin Oval List Kayu,<p>50x60</p>,Home Decor;Bathroom;Bedroom,BG2122,425000.0,false,PERCENT,0.0,3,0.3,335000.0,
product_5844dc81-20ae-6f2c-39d8-52cde782bf35,Product,Cermin Persegi Full,<p>50x60</p>,Home Decor;Bathroom;Bedroom,BG2121,400000.0,false,PERCENT,0.0,2,0.3,310000.0,
product_1d9293f6-b97e-22aa-75e2-d90a39adf197,Product,Cermin Persegi List Hambalan,<p>40x50</p>,Home Decor;Bathroom;Bedroom,BG2120,360000.0,false,PERCENT,0.0,3,0.3,270000.0,
product_0f5d6684-e0be-1723-a01b-887c2c482aff,Product,Cermin Persegi List,<p>50x50</p>,Home Decor;Bathroom;Bedroom,BG2119,360000.0,false,PERCENT,0.0,3,0.3,270000.0,
product_4aa4d9cd-d200-5acb-8298-16da4ce2c69f,Product,Cermin Bulat D 50,<p>&nbsp;</p>,Home Decor;Bathroom;Bedroom,BG2118,350000.0,false,PERCENT,0.0,1,0.3,260000.0,
product_c6181b96-4554-14ef-94fe-954bace7867f,Product,Cermin Bulat Tali D 50,<p>Diameter 30 Cm</p>,Home Decor;Bathroom;Bedroom,BG2117,370000.0,false,PERCENT,0.0,0,0.3,280000.0,
product_e1a41067-4660-8bf8-d559-519942d80abb,Product,Cermin Kaca 40 x 50,<p>&nbsp;</p>,Home Decor;Bathroom;Bedroom,BG2116,315000.0,false,PERCENT,0.0,0,0.3,235000.0,
product_9f2fc90f-d3c7-28bb-9141-e84c8b05a28d,Product,Sofa Mini Bed,<p>160x100x45</p>,Furniture;Decoration;Home Decor;Livingroom,BG2115,2250000.0,false,PERCENT,0.0,5,15.0,1100000.0,
product_f9efbef8-b0da-e881-061f-f6b3e32f7a40,Product,Diskon 25%,25,0.0,false,PERCENT,0.0,0,
product_ed8e7147-c898-20d4-87b0-f5755dfe11f8,Product,Diskon 20%,20,0.0,false,PERCENT,0.0,0,
product_c3372caa-461a-6203-4b6a-0c0f5e574108,Product,Diskon 50%,50,0.0,false,PERCENT,0.0,0,
product_38e95b38-2b3d-ed83-9fb1-b3afc3bfa8da,Product,Diskon 70.000,70000,70000.0,false,PERCENT,0.0,0,
product_d815f069-a83c-3d5b-49fa-a37f716eb7f2,Product,Kursi Anak Jari Sungkai Furniture,cfffc3_7fcb02d00fde491dbff538d3b65f365b~mv2.jpeg,Furniture,BG2114,539000.0,false,PERCENT,0.0,7,5.0,295000.0,
product_1b8b8db3-a193-e09e-9ca6-69970d217e18,Product,Kursi Anak Hewan Sungkai Furniture,cfffc3_5347118f6eaa4f32a12276e2d0ef2213~mv2.jpeg;cfffc3_596ea2e367bf4c65afcf5ced78ebe1cb~mv2.jpeg;cfffc3_9a58b2e020084ed890e877590e104875~mv2.jpeg;cfffc3_6662d92bca0243149c0f82d15e45345c~mv2.jpeg;cfffc3_a8b71a6f7d634c34994942083800b38a~mv2.jpeg,Furniture,BG2113,449000.0,false,PERCENT,0.0,22,5.0,245000.0,
product_8251c1d6-96d6-2692-9fe6-97b822e8b731,Product,Diskon 100.000,100000,100000.0,false,PERCENT,0.0,0,
product_444a12ed-ebb5-8db6-38ed-d6f51463b754,Product,Diskon 60.000,60000,60000.0,false,PERCENT,0.0,0,
product_6457979d-698e-c63b-04f7-c8c6c16e5d35,Product,Diskon 50.000,50000,50000.0,false,PERCENT,0.0,0,
product_46a48324-5e0e-a063-7d1f-19fb5be5039a,Product,Diskon 35.000,35000,35000.0,false,PERCENT,0.0,0,
product_a2aa65db-cd3d-9f3f-8d39-59c0b4c14ce3,Product,Diskon 30.000,30000,30000.0,false,PERCENT,0.0,0,
product_8766c7e8-e6c2-5b5a-1ad3-cc140a4d9358,Product,Diskon 25.000,25000,25000.0,false,PERCENT,0.0,0,
product_3ab9b46c-482c-0ac0-610b-c0f4f32fa73f,Product,Diskon 20.000,20000,20000.0,false,PERCENT,0.0,0,
product_3bb91472-e7a2-9a77-055b-b1eaf48fcce8,Product,Diskon 15.000,15000,15000.0,false,PERCENT,0.0,0,
product_de604209-e77a-51e2-26fc-9e8d17761e3c,Product,Diskon 10.000,10000,10000.0,false,PERCENT,0.0,0,
product_03e563af-c280-6019-6eaf-e37f9eee5964,Product,Diskon 5000,5000,5000.0,false,PERCENT,0.0,0,
product_fe55fa3c-bedf-dd81-847c-b700b89103f5,Product,Sungkai Table 80x80 furniture,Furniture,BG2112,1699000.0,false,PERCENT,0.0,5,5.0,925000.0,
product_1ce58eac-2c58-450d-9edf-8f6c9232b29d,Product,Mindie Table furniture,Furniture,BG2111,599000.0,false,PERCENT,0.0,15,5.0,360000.0,
product_175d37da-5bcb-2ecf-ebcf-25cda1cbce6f,Product,Kacang Bar + Jok Chair Furniture,Furniture,BG2110,1095000.0,false,PERCENT,0.0,0,5.0,525000.0,
product_bd7b825f-f48e-ec21-bb3e-6c9c54afe4af,Product,Pakis cemara,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2109,14000.0,false,PERCENT,0.0,0,0.3,10500.0,
product_37e45649-a313-c862-64ab-b4719d4d2315,Product,Sofa Tomford 2 Seat Furniture,<p>2 Seat (P 140 L 75 T 45)</p>,Furniture;Decoration;Home Decor;Livingroom,BG2108,2420000.0,false,PERCENT,0.0,0,15.0,1250000.0,
product_aed2922e-6673-4ac3-3c5a-10d624b60b68,Product,Bunga Dasly Kupu Kuning - Oren,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2107,14000.0,false,PERCENT,0.0,0,0.3,10500.0,
product_af28ded1-2719-1bbd-1ba2-2b330ee93de5,Product,Bunga Dasly Kupu Hijau,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2106,14000.0,false,PERCENT,0.0,0,0.3,10500.0,
product_77c90177-83be-7ce3-a4a1-a429067b3bc1,Product,Artificial Aglonemia,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2105,17000.0,false,PERCENT,0.0,0,0.3,12600.0,
product_34317c40-24c2-38a4-8894-2903cdf0cc63,Product,Artificial Aster Tangkai Maroon,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2104,24000.0,false,PERCENT,0.0,1,0.3,17600.0,
product_5f9e2a8a-67b2-bd79-b958-936ea05c5166,Product,Artificial Aster Tangkai Ungu,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2103,24000.0,false,PERCENT,0.0,3,0.3,17600.0,
product_ec89535a-0249-cbd3-b6e3-1290c781e82c,Product,Artificial Aster Tangkai Peach,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2102,24000.0,false,PERCENT,0.0,5,0.3,17600.0,
product_c97274a9-76fe-9064-52f9-239aa57a3243,Product,Liliy Rumput Oren,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2101,16000.0,false,PERCENT,0.0,6,0.3,11100.0,
product_bf7d1881-beb7-0bec-2526-bdb361d72b02,Product,Liliy Rumput Ungu,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2100,16000.0,false,PERCENT,0.0,8,0.3,11100.0,
product_3c22b38d-13c4-844d-cc0e-2f6ba8516151,Product,Pakis Haji,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2099,16000.0,false,PERCENT,0.0,0,0.3,11500.0,
product_091b8cc8-fb0a-3263-0f81-3aa08fe3b0d3,Product,Artificial Matahari Kunyit,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2098,31000.0,false,PERCENT,0.0,0,0.3,23000.0,
product_390d812d-4552-633b-6529-9fd6caaf0e14,Product,Artificial Matahari Ungu,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2097,31000.0,false,PERCENT,0.0,4,0.3,23000.0,
product_12933fce-b70a-9227-ba43-4325411aede2,Product,Artificial Matahari Biru,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2096,31000.0,false,PERCENT,0.0,1,0.3,23000.0,
product_4d1c03fb-fb48-7d2c-f7e7-b5a301e580a4,Product,Artificial Latex Anggrek Biru,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2095,18000.0,false,PERCENT,0.0,8,0.3,13000.0,
product_dda12d99-d7ef-a004-d644-fb1f6412f5a6,Product,Artificial Latex Anggrek Kuning,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2094,18000.0,false,PERCENT,0.0,0,0.3,13000.0,
product_917d613c-5526-18e4-3640-e5942161b18d,Product,Artificial Latex Anggrek Putih,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2093,18000.0,false,PERCENT,0.0,6,0.3,13000.0,
product_9f59dde8-a2c0-0202-21b9-12ce5ec56adb,Product,Artificial Latex Anggrek Pink Fanta,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2092,18000.0,false,PERCENT,0.0,0,0.3,13000.0,
product_5dedcec6-067d-831d-cd72-2f677da1b0c0,Product,Daun Ecaliptus Hijau,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2090,21000.0,false,PERCENT,0.0,0,0.3,15100.0,
product_c5b4e2f7-34e8-3f0b-d3f1-be02c0cd349a,Product,Daun Ecaliptus Oren,<p>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2091,21000.0,false,PERCENT,0.0,0,0.3,15100.0,
product_61970413-0281-55d0-8919-e052cb6a1fd9,Product,Daun Ecaliptus Peach,<p>T = 30 cm<br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2089,21000.0,false,PERCENT,0.0,0,0.3,15100.0,
product_b26e2e16-cb70-dd01-9a33-6c554578c3d6,Product,Rumpun Teki Panjang,<p>T = 30 cm<br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2088,16000.0,false,PERCENT,0.0,9,0.3,12000.0,
product_3f7f46da-d494-a04c-c8cc-e5a365797f7b,Product,Daun Anggrek Pandan,<p>T = 30 cm<br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2087,18000.0,false,PERCENT,0.0,15,0.3,13100.0,
product_9072568e-75f5-7591-601c-cc405b29582a,Product,Artificial Bunga Matahari Putih,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2086,44000.0,false,PERCENT,0.0,3,0.3,33000.0,
product_e080c3f0-0982-786c-1594-e64f9eb3d51c,Product,Artificial Bunga Matahari Peach,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2085,44000.0,false,PERCENT,0.0,2,0.3,33000.0,
product_75d7df6a-7cc0-44bd-e76f-2d7d22d2cb16,Product,Artificial Bunga Matahari Kuning,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2084,44000.0,false,PERCENT,0.0,1,0.3,33000.0,
product_5afffe73-bae6-36a6-63fd-451c23381a2e,Product,Artificial Pohon Cabang 3,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2083,445000.0,false,PERCENT,0.0,1,0.3,332000.0,
product_91a31406-a427-a026-7563-382b7ac6ba97,Product,Artificial Pohon Palem Dendrom,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2082,345000.0,false,PERCENT,0.0,0,0.3,257000.0,
product_d0443e61-d32f-b11b-4602-a6b9bcbd50ef,Product,Artificial Pohon Palem List Kuning,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2081,345000.0,false,PERCENT,0.0,0,0.3,257000.0,
product_670f7951-76dd-87d9-85ef-7ff33fc56731,Product,Artificial Daun Suji Putih Jumbo,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2080,136000.0,false,PERCENT,0.0,0,0.3,102000.0,
product_33b8e332-f90b-e88f-0161-8572ed1bcf56,Product,Artificial Daun Suji Ungu Jumbo,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2079,136000.0,false,PERCENT,0.0,0,0.3,102000.0,
product_f709becf-1066-3059-0e1a-3803107a94da,Product,Artificial Rumput Ilalang 3,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2078,60000.0,false,PERCENT,0.0,1,0.3,44500.0,
product_77f07f56-dfc6-99fe-5e78-65970abd619e,Product,Artificial Rumput Ilalang 2,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2077,60000.0,false,PERCENT,0.0,0,0.3,44500.0,
product_3854852a-8e00-04d4-003d-a25f6cce59cc,Product,Artificial Rumput Ilalang 1,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2076,60000.0,false,PERCENT,0.0,0,0.3,44500.0,
product_ee6094da-156c-802a-0bad-715d0492708f,Product,Bunga Oren defodil Artificial,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2075,50000.0,false,PERCENT,0.0,1,0.3,37000.0,
product_62893f58-a628-abf7-a540-079af85fdade,Product,Bunga Kuning defodil Artificial,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2074,50000.0,false,PERCENT,0.0,0,0.3,37000.0,
product_09e085c0-50a4-8e4a-dd15-df0efd945dd8,Product,Daun Artificial Begonia,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2073,76000.0,false,PERCENT,0.0,0,0.3,57000.0,
product_e2740d86-da4f-7472-a7c1-3d2148d045da,Product,Rumput Artificial Sikas Besar,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2072,145000.0,false,PERCENT,0.0,0,0.3,107000.0,
product_e1521769-377f-8e62-299c-4753fd67bcfc,Product,Daun Artificial Pakis Besar,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2071,160000.0,false,PERCENT,0.0,5,0.3,120000.0,
product_e66233a5-31d5-2b2a-3225-cd61d95dc1bf,Product,Latex Artificial Lidah Mertua No3,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2070,96000.0,false,PERCENT,0.0,3,0.3,72000.0,
product_369f2cb2-3784-097a-78ed-b98e944c3b0f,Product,Latex Artificial Lidah Mertua,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2069,96000.0,false,PERCENT,0.0,2,0.3,72000.0,
product_851539a5-e476-cc50-edb5-228ede23c585,Product,Artificial BKT 416 Hima-Cream,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2068,26000.0,false,PERCENT,0.0,5,0.3,19500.0,
product_8b6d3ec1-35b6-a249-1fc2-cbd918b6b785,Product,Artificial BKT 416 Hima-Putih,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2067,26000.0,false,PERCENT,0.0,3,0.3,19500.0,
product_4145e407-da35-1dc2-e9ee-8ec3d2802068,Product,Artificial BKT 1008 Putih,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2061,26000.0,false,PERCENT,0.0,5,0.3,19500.0,
product_4bf55c74-f9ac-494d-beb2-07b39785f909,Product,Artificial BKT 1008 Soft,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2062,26000.0,false,PERCENT,0.0,1,0.3,19500.0,
product_b437d565-1e05-5fd3-0bad-1bbfd7a01e43,Product,Artificial BKT 1008 Ungu,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2063,26000.0,false,PERCENT,0.0,3,0.3,19500.0,
product_52d2f242-8d79-e086-de7d-ec214284aed1,Product,Artificial BKT 1008 Biru,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2064,26000.0,false,PERCENT,0.0,0,0.3,19500.0,
product_8a30e78e-aa8f-38ec-54d1-0096868978a7,Product,Artificial BKT 771 Putih,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2065,25000.0,false,PERCENT,0.0,2,0.3,18600.0,
product_bcc74dc4-3d6a-1e27-5e5f-30cfd53ea40a,Product,Artificial BKT 1005 Fanta,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2066,22000.0,false,PERCENT,0.0,3,0.3,16000.0,
product_50e8e91a-4cdb-de16-a70f-aa04ee53eaed,Product,Artificial BKT 761 Soft Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2060,25000.0,false,PERCENT,0.0,2,0.3,18000.0,
product_0b4dac0d-90a0-2655-0d81-004d8c2f7259,Product,Artificial BKT 761 Putih Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2059,25000.0,false,PERCENT,0.0,0,0.3,17500.0,
product_4580b3b3-da00-59d4-3812-da0ac0b76fa8,Product,Artificial BKT 761 Merah Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2058,25000.0,false,PERCENT,0.0,3,0.3,17500.0,
product_e3395685-3a22-cc9b-b985-bc5cf88004e9,Product,Artificial BKT 922 Merah Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2057,24000.0,false,PERCENT,0.0,0,0.3,17500.0,
product_0d8f5db1-1c88-9243-0710-25a4294fb2ec,Product,Artificial BKT 922 Kopi Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2056,24000.0,false,PERCENT,0.0,0,0.3,17500.0,
product_44db3f03-14d3-38f7-421a-fbc46b8af128,Product,Artificial P624 CI Merah Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2055,24000.0,false,PERCENT,0.0,2,0.3,17600.0,
product_d469df02-dbf8-b9b4-2d62-6f4c62ff872e,Product,Artificial P624 CI Pink Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2054,24000.0,false,PERCENT,0.0,1,0.3,17600.0,
product_65ff4f89-473b-3d49-f6e0-8f873f7ec18b,Product,Artificial P624 CI Putih Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2053,24000.0,false,PERCENT,0.0,0,0.3,17600.0,
product_d5256d71-71bc-b83d-820a-e1fca993e1c6,Product,Artificial BKT 533 Merah Tizu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2052,23000.0,false,PERCENT,0.0,1,0.3,17000.0,
product_e7a477b6-c320-d89a-4246-d8150635a4bc,Product,Artificial BKT 533 Putih Tizu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2051,23000.0,false,PERCENT,0.0,2,0.3,17000.0,
product_e568e6f2-9f18-d3d6-f9b5-4512afe23ae8,Product,Artificial BKT 533 Ungu Tizu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2050,23000.0,false,PERCENT,0.0,2,0.3,17000.0,
product_9be1f61b-fc67-86bb-4ff7-a6c424ba8fb3,Product,Artificial BKT 533 Coral Tizu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2049,23000.0,false,PERCENT,0.0,2,0.3,17000.0,
product_f1b529ed-61bc-f21d-9a20-2f6b80b1463c,Product,Artificial BKT 533 Kuning Tizu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2048,23000.0,false,PERCENT,0.0,4,0.3,17000.0,
product_441ba3ae-8a96-834b-3513-ec3cbf3859a3,Product,Artificial P52 XS Ungu Fanta Xiangsui Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2047,21000.0,false,PERCENT,0.0,1,0.3,15500.0,
product_913afdd6-36b9-1c50-65df-247664bdd1e3,Product,Artificial P52 XS Ungu Violet Xiangsui Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2046,21000.0,false,PERCENT,0.0,0,0.3,15500.0,
product_50932b29-701c-45d8-27a1-ef46935d85d0,Product,Artificial P52 XS Putih Xiangsui Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2045,21000.0,false,PERCENT,0.0,2,0.3,15500.0,
product_790074e3-9f13-d0ba-45cb-d0236c378950,Product,Artificial BKT 765 Merah Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2044,21000.0,false,PERCENT,0.0,1,0.3,15500.0,
product_364871a6-e194-c5b6-18b7-9fc2f3ee0e14,Product,Artificial BKT 765 Biru Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2043,21000.0,false,PERCENT,0.0,4,0.3,15500.0,
product_98d95a1e-346d-0f24-4631-ef275a78384a,Product,Artificial BKT 765 Ungu Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2042,21000.0,false,PERCENT,0.0,0,0.3,15500.0,
product_20effecf-10c3-d971-4199-f8ea6909e66e,Product,Artificial BKT 765 Putih Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2041,21000.0,false,PERCENT,0.0,0,0.3,15500.0,
product_a4a2f92a-a3bd-d331-2348-e9aca170fd4b,Product,Artificial M34 KIKU Pink Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2040,19000.0,false,PERCENT,0.0,3,0.3,14000.0,
product_9404df2e-4377-9339-495e-938fa8d3dad6,Product,Artificial M34 KIKU Oren Bunga,<p><br>&nbsp;</p>,Home Decor;Gift;Others;Decoration,BG2039,19000.0,false,PERCENT,0.0,3,0.3,14000.0,
